faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,detector,faults_pred,delta
8,1,401,0.00092943,3688.5,4683.9,9.61,26.834,42.517,2696.0,73.71,120.37,0.427,79.752,50.653,2632.1,25.527,50.845,3050.9,22.576,68.388,290.82,374.86,94.008,77.934,36.299,9.0667,22.885,6.745,17.094,1.7252,40.116,14.159,18.754,1.3388,16.349,2.3805,4.714,2.1783,0.017078,0.64479,0.089575,53.15,44.062,63.457,57.118,0.54242,63.447,31.086,46.815,40.022,48.489,63.486,41.405,18.634,1,8,1
8,1,402,0.046825,3706.2,4753.0,9.4458,27.132,42.316,2693.2,75.122,120.4,0.43055,79.905,50.294,2629.7,24.228,51.217,3050.6,22.747,68.24,283.74,374.73,94.081,77.873,36.561,8.9821,22.711,6.7205,17.591,1.7261,40.021,14.289,18.297,1.1113,16.573,2.3885,4.8595,2.3165,0.0096563,0.66322,0.089547,52.857,44.809,64.146,56.44,4.5887,63.11,30.87,46.386,38.964,49.35,62.343,42.145,18.209,1,8,1
8,1,403,0.047185,3726.7,4784.2,9.4738,27.078,42.624,2686.4,76.015,120.39,0.42793,79.71,50.178,2622.2,25.145,51.571,3045.8,22.286,68.08,281.17,375.14,93.941,77.706,36.561,8.9821,22.711,6.7205,17.591,1.7261,40.021,14.289,18.297,1.1113,16.573,2.3885,4.8595,2.3165,0.0096563,0.66322,0.089547,52.857,44.809,63.792,56.066,4.5533,61.452,30.34,46.706,38.623,50.171,60.572,42.065,19.318,1,8,1
8,1,404,0.023562,3709.6,4648.3,9.5241,26.844,42.446,2680.7,75.04,120.42,0.44889,79.712,50.424,2616.4,23.843,50.577,3038.6,22.803,67.871,275.32,374.52,94.074,77.608,37.324,9.0012,23.004,6.9145,17.9,1.7856,39.918,14.026,18.319,0.95874,16.508,2.4348,4.8164,2.2756,0.0096563,0.66322,0.089547,52.857,44.809,64.443,56.716,2.2936,61.036,30.435,48.234,39.349,47.869,59.105,42.696,18.098,1,8,1
8,1,405,0.024703,3757.9,4681.5,9.4495,26.95,42.397,2677.2,76.039,120.39,0.44519,79.963,51.145,2613.4,26.389,49.962,3035.2,23.429,67.674,268.29,373.41,94.072,78.274,37.324,9.0012,23.004,6.9145,17.9,1.7856,39.918,14.026,18.319,0.95874,16.508,2.4348,4.8164,2.2756,0.0096563,0.66322,0.089547,52.857,44.809,63.613,56.318,2.1814,63.2,30.405,48.684,41.47,46.447,57.749,41.934,16.558,1,8,1
8,1,406,0.010531,3677.3,4724.6,9.5335,26.689,42.519,2673.9,75.728,120.4,0.41563,80.283,50.577,2610.3,27.504,47.961,3033.5,23.15,67.593,262.24,373.06,94.151,78.141,37.114,8.9736,21.99,6.7903,17.782,1.7844,39.779,14.229,18.104,1.2015,16.977,2.4259,4.7955,2.3845,0.0096563,0.66322,0.089547,52.857,44.809,63.359,55.217,1.2481,62.403,30.046,45.73,39.799,41.815,56.308,42.711,17.197,1,8,1
8,1,407,0.011176,3664.1,4680.8,9.4154,27.007,42.556,2671.4,75.236,120.39,0.41286,80.473,48.831,2606.7,25.333,49.177,3030.8,22.527,67.524,257.33,372.69,94.227,78.197,37.114,8.9736,21.99,6.7903,17.782,1.7844,39.779,14.229,18.104,1.2015,16.977,2.4259,4.7955,2.3845,0.01781,0.68338,0.088726,53.324,43.881,63.586,55.741,1.1847,61.66,29.807,46.068,34.659,44.629,54.912,41.492,18.639,1,8,1
8,1,408,0.0056,3757.0,4686.8,9.4794,26.872,42.555,2666.7,75.676,120.38,0.44128,80.489,48.646,2601.8,24.73,50.746,3026.9,23.54,67.414,250.13,372.01,94.335,77.946,36.733,9.2122,22.738,6.9625,17.986,1.7661,40.364,13.983,17.526,1.2129,17.302,2.4396,4.8788,2.3091,0.01781,0.68338,0.088726,53.324,43.881,63.105,56.116,0.36019,61.332,29.348,48.486,34.117,48.26,53.645,42.069,16.236,1,8,1
8,1,409,0.0071415,3698.9,4698.7,9.4946,26.644,42.144,2661.5,75.523,120.38,0.43814,80.61,47.739,2596.2,25.571,48.732,3024.3,23.726,67.273,245.51,370.94,94.142,78.277,36.733,9.2122,22.738,6.9625,17.986,1.7661,40.364,13.983,17.526,1.2129,17.302,2.4396,4.8788,2.3091,0.01781,0.68338,0.088726,53.324,43.881,64.104,55.974,0.20862,61.49,28.608,48.868,31.447,43.6,52.153,41.567,15.748,1,8,1
8,1,410,0.0014817,3653.1,4652.7,9.5325,26.655,42.349,2659.4,75.924,120.39,0.41225,80.772,49.256,2593.9,24.274,50.659,3021.1,22.993,67.14,239.55,369.86,94.393,78.165,36.919,8.9567,21.867,6.9444,18.061,1.7622,40.254,14.11,17.771,1.1869,17.434,2.4743,5.0345,2.4436,0.01781,0.68338,0.088726,53.324,43.881,63.386,56.175,0.42871,61.021,28.86,45.87,35.909,48.059,50.785,41.579,17.476,1,8,1
8,1,411,0.0028699,3632.5,4651.9,9.4226,27.163,42.264,2655.4,75.827,120.39,0.40901,80.841,49.967,2590.3,25.876,51.563,3018.8,22.463,66.996,235.12,369.37,94.435,78.131,36.919,8.9567,21.867,6.9444,18.061,1.7622,40.254,14.11,17.771,1.1869,17.434,2.4743,5.0345,2.4436,0.01781,0.68338,0.088726,53.324,43.881,63.741,56.185,0.29221,60.234,28.684,46.265,38.002,50.15,49.288,41.42,18.717,1,8,1
8,1,412,0.0041722,3645.4,4689.9,9.4239,26.867,42.076,2651.5,75.928,120.36,0.4256,80.94,49.283,2586.3,25.406,49.367,3017.0,22.349,66.88,230.39,368.15,94.404,78.353,36.221,9.2003,22.078,6.7684,18.109,1.7871,39.57,14.12,16.813,1.2853,18.076,2.4506,4.8934,2.3956,0.025416,0.7009,0.12134,53.513,44.222,63.61,55.671,0.12505,60.285,28.088,47.961,35.991,45.068,48.046,40.786,18.949,1,8,1
8,1,413,0.0036687,3666.0,4634.6,9.4993,26.72,42.447,2649.3,74.918,120.39,0.42666,81.042,50.441,2582.8,25.357,51.773,3016.1,22.805,66.731,226.03,366.85,94.646,78.204,36.221,9.2003,22.078,6.7684,18.109,1.7871,39.57,14.12,16.813,1.2853,18.076,2.4506,4.8934,2.3956,0.025416,0.7009,0.12134,53.513,44.222,63.257,56.333,0.24113,59.446,27.459,47.832,39.398,50.637,46.653,41.187,17.858,1,8,1
8,1,414,0.025847,3719.2,4700.2,9.3546,27.248,42.482,2646.7,75.177,120.42,0.42614,81.239,49.655,2580.2,24.792,50.264,3017.0,22.29,66.621,220.56,365.36,94.393,78.557,36.321,9.3014,21.858,6.865,18.262,1.7992,39.194,14.168,16.933,1.2489,17.93,2.4667,5.0536,2.3707,0.025416,0.7009,0.12134,53.513,44.222,63.909,55.546,2.3846,62.918,26.925,48.595,37.085,47.146,45.36,41.483,19.033,1,8,1
8,1,415,0.026698,3730.7,4678.9,9.3376,26.638,42.38,2646.2,74.962,120.39,0.4241,81.578,49.725,2579.9,26.232,51.581,3018.6,22.623,66.527,213.65,363.0,94.434,78.457,36.321,9.3014,21.858,6.865,18.262,1.7992,39.194,14.168,16.933,1.2489,17.93,2.4667,5.0536,2.3707,0.025416,0.7009,0.12134,53.513,44.222,63.711,55.801,2.301,64.037,26.294,48.844,37.291,50.192,44.2,41.616,18.201,1,8,1
8,1,416,0.012309,3698.5,4687.5,9.4369,27.134,42.151,2642.8,75.317,120.42,0.43229,81.715,51.002,2575.6,25.962,50.3,3017.5,23.77,66.457,210.63,361.33,94.362,78.59,35.921,9.12,22.55,6.9161,18.552,1.8147,39.679,14.068,16.961,1.1516,18.314,2.4775,5.1669,2.4932,0.025416,0.7009,0.12134,53.513,44.222,63.479,55.422,1.1404,60.623,26.043,49.61,41.047,47.228,42.695,42.01,15.437,1,8,1
8,1,417,0.013115,3712.0,4622.2,9.3365,27.086,42.214,2641.1,74.691,120.39,0.42989,81.898,52.811,2572.8,24.809,50.403,3016.7,23.153,66.388,203.62,359.1,94.491,78.729,35.921,9.12,22.55,6.9161,18.552,1.8147,39.679,14.068,16.961,1.1516,18.314,2.4775,5.1669,2.4932,0.031831,0.73682,0.077962,53.042,44.506,63.248,56.204,1.0611,62.018,25.295,49.902,46.372,47.466,41.741,41.048,16.851,1,8,1
8,1,418,0.007961,3698.3,4631.1,9.5234,26.647,42.034,2636.7,74.974,120.4,0.42438,81.966,49.644,2568.8,26.017,50.376,3017.3,22.468,66.284,196.56,356.95,94.59,78.763,35.436,9.0597,21.917,7.0736,19.091,1.7345,38.614,14.011,17.769,1.2159,18.299,2.4833,5.2173,2.4908,0.031831,0.73682,0.077962,53.042,44.506,63.026,55.45,1.1188,61.585,24.36,48.346,37.052,47.404,40.687,41.171,18.439,1,8,1
8,1,419,0.0082521,3671.0,4597.8,9.4209,26.957,42.233,2634.6,75.612,120.38,0.41903,82.017,49.132,2564.9,26.39,50.964,3017.7,22.655,66.154,194.01,354.77,94.682,78.486,35.436,9.0597,21.917,7.0736,19.091,1.7345,38.614,14.011,17.769,1.2159,18.299,2.4833,5.2173,2.4908,0.031831,0.73682,0.077962,53.042,44.506,63.496,55.848,1.0902,60.812,23.727,48.999,35.547,48.766,39.238,40.489,17.987,1,8,1
8,1,420,0.02036,3671.3,4545.6,9.5127,26.797,42.276,2631.6,76.059,120.38,0.41196,81.947,51.938,2561.1,25.694,49.49,3015.3,24.365,66.001,188.15,352.47,94.849,78.288,34.665,9.0759,23.167,6.9228,18.756,1.8194,38.248,14.007,18.029,1.3406,19.115,2.4477,5.211,2.533,0.031831,0.73682,0.077962,53.042,44.506,62.003,55.142,1.9993,59.92,23.658,48.657,43.804,45.354,38.09,40.499,13.927,1,8,1
8,1,421,0.019936,3626.8,4596.1,9.3919,27.129,42.16,2631.3,75.516,120.37,0.41287,82.081,49.958,2561.8,25.624,50.005,3015.5,22.922,65.822,182.51,351.12,94.897,78.467,34.665,9.0759,23.167,6.9228,18.756,1.8194,38.248,14.007,18.029,1.3406,19.115,2.4477,5.211,2.533,0.031831,0.73682,0.077962,53.042,44.506,62.769,54.538,2.041,60.955,23.334,48.545,37.976,46.546,36.931,40.351,17.325,1,8,1
8,1,422,0.065856,3676.7,4587.0,9.3949,26.977,42.284,2631.7,75.337,120.41,0.41193,82.089,49.606,2561.5,24.634,50.986,3019.1,22.136,65.658,177.8,349.16,94.798,78.362,34.086,8.9204,22.64,6.8718,18.224,1.8346,37.536,14.033,17.942,1.3655,19.013,2.5017,5.2406,2.5495,-0.0033138,0.73722,0.087548,53.737,43.544,63.123,55.444,6.3347,61.715,22.607,48.827,36.94,48.816,36.406,41.135,19.184,1,8,1
8,1,423,0.065695,3690.0,4596.4,9.3707,26.994,42.401,2631.2,74.649,120.39,0.41229,82.099,49.162,2560.6,26.671,49.522,3022.0,22.841,65.514,175.9,347.18,94.838,78.321,34.086,8.9204,22.64,6.8718,18.224,1.8346,37.536,14.033,17.942,1.3655,19.013,2.5017,5.2406,2.5495,-0.0033138,0.73722,0.087548,53.737,43.544,62.895,55.331,6.3505,61.225,21.805,48.783,35.633,45.427,35.234,40.527,17.508,1,8,1
8,1,424,0.098104,3672.3,4662.5,9.367,26.769,42.423,2633.3,74.992,120.43,0.41272,82.227,49.358,2563.2,25.498,51.614,3024.8,22.276,65.358,172.68,346.16,94.708,78.594,34.179,8.9449,23.762,6.9227,19.377,1.8241,36.851,13.86,18.457,1.4985,19.674,2.4787,5.2738,2.5134,-0.0033138,0.73722,0.087548,53.737,43.544,63.633,55.893,9.6902,62.456,22.003,49.713,36.21,50.27,34.188,41.102,18.819,1,8,1
8,1,425,0.099083,3711.7,4642.2,9.4817,26.794,42.665,2634.1,75.23,120.4,0.41366,82.307,50.481,2562.8,27.232,49.948,3027.6,23.424,65.246,166.24,344.61,94.688,78.831,34.179,8.9449,23.762,6.9227,19.377,1.8241,36.851,13.86,18.457,1.4985,19.674,2.4787,5.2738,2.5134,-0.0033138,0.73722,0.087548,53.737,43.544,62.954,56.136,9.5939,63.207,21.455,49.597,39.516,46.414,33.432,40.538,16.064,1,8,1
8,1,426,0.068608,3671.4,4556.3,9.5503,27.048,42.804,2633.8,75.466,120.41,0.3962,82.476,50.377,2563.4,25.163,49.834,3027.2,23.286,65.129,162.61,344.56,94.619,78.584,33.996,9.012,23.909,7.0136,19.025,1.8223,36.217,13.983,18.908,1.3519,19.136,2.4759,5.3058,2.4948,-0.0033138,0.73722,0.087548,53.737,43.544,63.187,54.331,6.8495,60.96,21.721,47.284,39.211,46.151,32.43,40.539,16.381,1,8,1
8,1,427,0.070963,3677.3,4540.7,9.4044,26.946,42.051,2632.0,75.558,120.42,0.39437,82.381,48.854,2561.3,25.075,51.174,3026.1,23.215,64.995,160.26,343.92,94.641,78.446,33.996,9.012,23.909,7.0136,19.025,1.8223,36.217,13.983,18.908,1.3519,19.136,2.4759,5.3058,2.4948,0.024413,0.785,0.10436,52.815,44.498,63.085,54.518,6.6179,62.637,21.179,47.507,34.726,49.251,31.153,41.338,16.547,1,8,1
8,1,428,0.064901,3649.2,4584.8,9.4013,26.889,41.897,2627.4,76.159,120.4,0.41063,82.07,49.107,2556.6,22.985,48.757,3022.5,22.674,64.799,155.72,343.36,94.874,77.887,33.423,8.885,23.493,7.0095,19.513,1.8159,35.079,13.762,19.31,1.3408,19.393,2.4396,5.4,2.5051,0.024413,0.785,0.10436,52.815,44.498,62.69,54.782,6.8062,63.619,21.246,48.966,35.472,43.657,30.175,40.419,17.887,1,8,1
8,1,429,0.066253,3620.7,4597.0,9.5334,27.065,42.429,2624.3,74.593,120.4,0.40993,81.786,50.656,2553.7,25.166,49.56,3018.3,22.713,64.522,148.07,343.14,94.819,78.132,33.423,8.885,23.493,7.0095,19.513,1.8159,35.079,13.762,19.31,1.3408,19.393,2.4396,5.4,2.5051,0.024413,0.785,0.10436,52.815,44.498,63.181,54.636,6.6732,61.31,21.267,49.052,40.03,45.515,29.49,40.797,17.818,1,8,1
8,1,430,0.10711,3635.5,4520.7,9.3837,26.965,42.048,2626.6,75.171,120.41,0.38555,81.895,52.078,2555.2,24.479,50.499,3018.4,23.703,64.232,147.42,343.4,94.907,78.139,33.518,8.7121,23.769,6.738,19.641,1.7731,35.202,13.717,19.657,1.3843,19.526,2.4164,5.4282,2.5539,0.024413,0.785,0.10436,52.815,44.498,62.839,54.269,10.448,61.398,21.685,46.165,44.216,47.689,28.19,40.557,15.49,1,8,1
8,1,431,0.10687,3632.3,4514.1,9.6133,26.912,42.397,2628.1,75.319,120.4,0.38302,82.071,51.189,2556.7,24.133,49.483,3021.8,22.948,64.061,141.15,343.64,94.732,78.372,33.518,8.7121,23.769,6.738,19.641,1.7731,35.202,13.717,19.657,1.3843,19.526,2.4164,5.4282,2.5539,0.024413,0.785,0.10436,52.815,44.498,62.895,54.348,10.472,63.174,21.404,46.474,41.6,45.337,27.396,40.548,17.265,1,8,1
8,1,432,0.082592,3698.7,4500.7,9.4845,27.085,42.363,2628.8,74.3,120.42,0.38182,82.287,51.733,2558.1,24.775,49.703,3023.1,23.864,63.97,140.68,343.54,94.681,78.284,33.952,8.8863,23.712,6.8678,19.597,1.7898,35.232,13.676,19.989,1.3861,19.944,2.4506,5.2887,2.4286,0.0033941,0.81891,0.091797,54.226,43.957,64.141,54.058,8.4252,64.469,21.459,45.312,43.2,45.847,27.178,41.809,15.085,1,8,1
8,1,433,0.082189,3704.4,4512.1,9.4521,26.884,42.336,2628.1,74.3,120.43,0.37978,82.391,48.981,2557.8,27.056,50.204,3023.4,24.355,63.909,136.95,342.95,94.432,78.629,33.952,8.8863,23.712,6.8678,19.597,1.7898,35.232,13.676,19.989,1.3861,19.944,2.4506,5.2887,2.4286,0.0033941,0.81891,0.091797,54.226,43.957,64.042,53.922,8.4648,60.687,21.265,45.56,35.1,47.007,26.635,40.826,13.884,1,8,1
8,1,434,0.042714,3707.2,4461.1,9.4948,26.979,42.52,2626.6,74.573,120.41,0.37305,82.534,50.022,2555.5,24.227,52.275,3022.3,22.563,63.859,136.4,342.17,94.54,78.401,33.643,8.683,23.317,6.744,19.517,1.7668,36.013,13.519,20.304,1.2378,19.956,2.4771,5.2966,2.4579,0.0033941,0.81891,0.091797,54.226,43.957,62.932,54.5,3.9527,61.977,20.89,45.073,38.164,51.799,25.809,41.05,18.123,1,8,1
8,1,435,0.042311,3699.5,4516.9,9.4416,27.351,42.345,2623.3,75.151,120.36,0.3752,82.337,49.835,2551.3,26.374,49.921,3020.3,23.462,63.777,131.79,341.3,94.672,78.221,33.643,8.683,23.317,6.744,19.517,1.7668,36.013,13.519,20.304,1.2378,19.956,2.4771,5.2966,2.4579,0.0033941,0.81891,0.091797,54.226,43.957,63.064,53.832,3.9923,63.022,20.79,44.81,37.616,46.352,25.352,41.061,16.006,1,8,1
8,1,436,0.054223,3744.8,4474.6,9.4854,27.117,42.066,2622.1,74.794,120.42,0.35589,82.22,49.325,2550.5,23.957,49.216,3018.5,23.142,63.611,128.58,341.4,94.616,77.951,34.025,8.7333,23.675,6.9507,19.189,1.7934,35.745,13.58,19.753,1.337,19.789,2.4509,5.3471,2.5595,0.0033941,0.81891,0.091797,54.226,43.957,63.442,54.402,5.3927,63.184,20.799,42.646,36.114,44.719,24.776,41.212,16.802,1,8,1
8,1,437,0.053577,3718.4,4524.3,9.631,26.74,42.496,2619.9,74.06,120.37,0.35462,82.076,50.379,2548.0,24.149,51.065,3018.3,23.777,63.479,128.72,340.48,94.586,78.026,34.025,8.7333,23.675,6.9507,19.189,1.7934,35.745,13.58,19.753,1.337,19.789,2.4509,5.3471,2.5595,0.014435,0.84016,0.10276,53.75,44.033,63.896,53.806,5.4562,63.025,20.234,42.801,39.216,48.998,24.716,40.538,15.308,1,8,1
8,1,438,0.027328,3676.4,4576.1,9.578,26.711,42.328,2621.6,74.791,120.42,0.3593,82.35,50.28,2550.3,24.345,49.647,3019.9,22.216,63.396,128.96,340.05,94.747,78.402,33.588,8.8645,23.741,6.9075,20.02,1.739,35.249,13.762,19.643,1.3878,19.712,2.4863,5.2676,2.4502,0.014435,0.84016,0.10276,53.75,44.033,62.838,53.895,2.7086,62.528,20.278,43.453,38.925,45.717,24.195,41.293,18.983,1,8,1
8,1,439,0.029054,3644.7,4527.4,9.5409,26.814,42.419,2624.7,74.223,120.39,0.35874,82.563,51.883,2553.6,26.429,49.604,3023.5,23.286,63.348,127.45,339.32,94.741,78.713,33.588,8.8645,23.741,6.9075,20.02,1.739,35.249,13.762,19.643,1.3878,19.712,2.4863,5.2676,2.4502,0.014435,0.84016,0.10276,53.75,44.033,63.384,54.478,2.5389,60.559,20.288,43.521,43.641,45.619,23.829,41.109,16.405,1,8,1
8,1,440,0.053121,3686.6,4397.2,9.5312,26.658,42.063,2627.8,73.415,120.37,0.37625,82.827,50.13,2557.0,26.394,50.995,3027.4,23.302,63.362,124.0,338.2,94.598,78.932,33.501,8.5781,23.97,7.1023,19.481,1.7718,34.687,13.446,19.291,1.3524,19.969,2.4401,5.3495,2.4646,0.014435,0.84016,0.10276,53.75,44.033,62.997,53.86,5.1756,63.204,20.154,46.048,38.483,48.837,23.63,40.885,16.321,1,8,1
8,1,441,0.052889,3669.2,4466.5,9.568,26.84,42.502,2630.0,75.543,120.38,0.37616,82.877,47.308,2557.3,24.488,50.488,3031.0,23.102,63.382,122.26,336.62,94.802,78.843,33.501,8.5781,23.97,7.1023,19.481,1.7718,34.687,13.446,19.291,1.3524,19.969,2.4401,5.3495,2.4646,0.014435,0.84016,0.10276,53.75,44.033,63.297,53.029,5.1984,62.882,19.773,46.059,30.179,47.663,23.28,41.209,16.772,1,8,1
8,1,442,0.046728,3613.9,4465.6,9.6073,26.751,42.018,2631.1,74.218,120.37,0.3403,82.784,49.38,2559.4,24.982,50.98,3035.5,22.987,63.35,121.29,335.55,94.771,78.591,32.854,8.7385,23.7,6.9547,19.852,1.737,34.475,13.595,19.958,1.5245,19.85,2.429,5.3713,2.5565,0.016948,0.85654,0.11526,54.129,42.918,62.424,54.196,4.6875,61.79,19.552,41.645,36.275,48.802,23.398,40.769,17.045,1,8,1
8,1,443,0.047268,3625.9,4473.9,9.5327,26.855,42.001,2634.8,75.102,120.38,0.3404,82.667,49.32,2561.3,24.399,49.41,3039.8,23.926,63.287,120.06,334.62,95.061,78.273,32.854,8.7385,23.7,6.9547,19.852,1.737,34.475,13.595,19.958,1.5245,19.85,2.429,5.3713,2.5565,0.016948,0.85654,0.11526,54.129,42.918,62.218,54.097,4.6344,62.14,19.233,41.633,36.098,45.169,23.241,40.544,14.835,1,8,1
8,1,444,0.1032,3677.8,4452.2,9.5146,26.66,42.209,2639.7,74.346,120.38,0.35558,82.515,49.698,2565.6,26.757,49.745,3045.4,22.082,63.194,122.4,333.28,94.959,78.602,32.929,8.573,24.211,7.0991,19.441,1.8011,33.875,13.406,20.43,1.4005,19.864,2.47,5.4034,2.6219,0.016948,0.85654,0.11526,54.129,42.918,62.481,53.297,9.4064,63.2,18.961,43.316,37.212,45.944,22.772,39.602,19.195,1,8,1
8,1,445,0.098253,3678.1,4498.4,9.5398,27.027,42.186,2646.1,74.995,120.38,0.35393,82.615,51.872,2573.4,26.796,48.836,3053.2,22.248,63.109,120.73,332.39,94.935,78.764,32.929,8.573,24.211,7.0991,19.441,1.8011,33.875,13.406,20.43,1.4005,19.864,2.47,5.4034,2.6219,0.016948,0.85654,0.11526,54.129,42.918,62.475,52.744,9.8932,63.039,18.887,43.517,43.61,43.84,22.662,39.745,18.777,1,8,1
8,1,446,0.085519,3607.2,4469.8,9.6218,26.826,41.826,2652.5,74.587,120.39,0.33039,82.634,49.66,2578.8,23.049,50.245,3062.2,22.925,63.049,119.14,331.32,95.071,78.46,32.526,8.7548,24.714,7.0079,19.341,1.8206,33.576,13.462,21.033,1.1894,20.339,2.4309,5.4194,2.5815,0.016948,0.85654,0.11526,54.129,42.918,62.292,53.949,8.2743,63.271,18.526,40.863,37.1,47.1,22.547,40.236,17.177,1,8,1
8,1,447,0.084307,3598.0,4525.3,9.7448,27.095,42.141,2658.5,73.629,120.4,0.33141,82.428,49.825,2583.6,24.025,50.728,3069.6,23.627,63.004,120.14,329.69,95.084,78.477,32.526,8.7548,24.714,7.0079,19.341,1.8206,33.576,13.462,21.033,1.1894,20.339,2.4309,5.4194,2.5815,0.028923,0.85589,0.08714,53.926,42.558,62.449,53.285,8.3935,62.821,18.488,40.738,37.584,48.219,22.645,40.02,15.515,1,8,1
8,1,448,0.11606,3635.2,4508.7,9.7232,26.951,41.854,2665.8,73.593,120.41,0.33603,82.365,49.218,2591.4,23.961,50.925,3078.1,23.597,62.878,119.08,329.48,94.96,78.529,31.811,8.6942,25.417,6.9705,19.689,1.8212,32.929,13.284,22.112,1.3025,19.373,2.4297,5.3591,2.586,0.028923,0.85589,0.08714,53.926,42.558,62.449,53.625,11.837,62.48,18.287,41.1,35.798,48.675,22.683,40.703,15.581,1,8,1
8,1,449,0.11916,3634.6,4510.4,9.6183,27.241,42.45,2673.9,75.853,120.39,0.33624,82.433,51.364,2601.2,23.409,49.166,3086.7,23.106,62.836,119.37,329.43,94.915,78.54,31.811,8.6942,25.417,6.9705,19.689,1.8212,32.929,13.284,22.112,1.3025,19.373,2.4297,5.3591,2.586,0.028923,0.85589,0.08714,53.926,42.558,62.459,53.604,11.532,62.59,18.9,41.075,42.114,44.605,22.603,40.144,16.733,1,8,1
8,1,450,0.18663,3655.3,4476.0,9.7198,26.492,42.355,2679.5,74.146,120.42,0.31079,81.998,49.579,2605.4,25.598,49.18,3093.4,22.559,62.713,120.69,328.99,94.918,77.883,31.342,8.818,26.358,6.7137,19.497,1.7591,32.283,13.506,22.751,1.3957,19.631,2.4738,5.2245,2.4764,0.028923,0.85589,0.08714,53.926,42.558,62.329,53.037,18.542,63.108,18.135,38.732,36.862,44.636,22.436,40.491,18.104,1,8,1
8,1,451,0.18669,3649.5,4429.4,9.5776,27.094,42.108,2684.5,73.376,120.41,0.31706,81.637,50.93,2609.9,24.608,51.211,3098.8,22.75,62.574,120.18,328.66,94.818,77.961,31.342,8.818,26.358,6.7137,19.497,1.7591,32.283,13.506,22.751,1.3957,19.631,2.4738,5.2245,2.4764,0.028923,0.85589,0.08714,53.926,42.558,62.43,53.595,18.535,63.323,18.198,37.967,40.836,49.337,22.441,40.083,17.677,1,8,1
8,1,452,0.23869,3687.5,4478.0,9.6277,26.988,41.897,2696.0,73.799,120.45,0.33375,81.872,49.532,2623.0,25.597,49.617,3109.2,22.622,62.431,121.34,329.76,94.74,78.97,31.125,8.7276,26.644,6.9391,19.459,1.7426,31.71,13.493,23.947,1.3337,19.37,2.3684,5.263,2.5196,0.024691,0.8557,0.11752,54.024,42.836,64.066,53.349,23.605,65.218,18.952,41.245,36.723,45.647,22.322,41.51,17.918,1,8,1
8,1,453,0.23913,3706.2,4478.0,9.5893,26.664,42.422,2704.5,75.06,120.44,0.33504,82.054,49.809,2631.2,24.356,49.601,3119.0,22.141,62.446,119.44,329.8,94.324,78.628,31.125,8.7276,26.644,6.9391,19.459,1.7426,31.71,13.493,23.947,1.3337,19.37,2.3684,5.263,2.5196,0.024691,0.8557,0.11752,54.024,42.836,63.743,53.348,23.562,66.116,19.085,41.088,37.538,45.612,22.46,41.054,19.061,1,8,1
8,1,454,0.27099,3649.1,4445.2,9.5687,27.067,42.424,2707.5,74.422,120.44,0.33164,81.74,49.67,2634.2,24.315,50.649,3122.1,21.837,62.396,118.66,329.55,94.609,78.166,31.115,8.5886,26.782,6.9316,19.36,1.7599,31.034,13.447,24.426,1.1861,19.619,2.3082,5.0542,2.4694,0.024691,0.8557,0.11752,54.024,42.836,62.802,53.716,26.51,63.758,19.06,40.691,37.129,48.036,22.499,41.823,19.818,1,8,1
8,1,455,0.27213,3632.8,4496.7,9.6066,26.537,42.632,2710.6,76.039,120.39,0.33209,81.258,49.351,2637.4,25.171,49.915,3123.6,23.061,62.283,119.88,330.84,94.552,77.404,31.115,8.5886,26.782,6.9316,19.36,1.7599,31.034,13.447,24.426,1.1861,19.619,2.3082,5.0542,2.4694,0.024691,0.8557,0.11752,54.024,42.836,63.082,53.099,26.398,64.223,19.181,40.637,36.191,46.338,22.37,40.674,16.997,1,8,1
8,1,456,0.28155,3647.9,4464.1,9.5298,26.834,42.396,2716.1,73.804,120.41,0.32277,81.023,48.523,2643.4,25.362,51.928,3125.2,22.861,62.088,120.16,332.39,94.608,77.886,31.337,8.6579,26.647,6.8056,19.684,1.7025,31.248,13.233,24.261,1.3247,19.434,2.3845,5.169,2.4721,0.024691,0.8557,0.11752,54.024,42.836,62.838,53.627,27.845,62.766,19.996,40.019,33.754,50.996,22.333,40.647,17.475,1,8,1
8,1,457,0.28219,3647.4,4487.9,9.5543,26.29,42.603,2720.8,74.517,120.4,0.32438,80.935,49.413,2648.3,24.408,51.114,3131.1,22.255,61.974,121.16,332.68,94.566,77.925,31.337,8.6579,26.647,6.8056,19.684,1.7025,31.248,13.233,24.261,1.3247,19.434,2.3845,5.169,2.4721,0.02507,0.8666,0.11334,53.754,43.339,62.847,53.342,27.781,64.308,19.753,39.823,36.372,49.112,22.266,41.087,18.932,1,8,1
